report_id,description,nature,event,sif_label,label_source
OSHA-2023032875,"On March 31, 2023, at 12:30 PM, an employee was entering the lower level basement door while carrying items after a local rain storm. She tripped on a rug and landed on her left hip, resulting in a hip fracture that required hospitalization.",Fractures,Fall on same level due to tripping over an object,NO,weak
OSHA-2019099750,An employee's right hand was caught between a guard and a band mill. The employee's middle finger was amputated to the first knuckle.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-20201110431,"An employee was on a ladder, tightening a fitting on a boiler. The employee fell from the ladder's second step to the floor and suffered a hip injury.","Soreness, pain, hurt-nonspecified injury",Other fall to lower level less than 6 feet,YES,weak
OSHA-2021010511,"The injured employee was on the floor transferring boxes from one pallet located on the floor to another pallet located on the forks of his parked forklift. Another forklift operator was picking up boxes in close proximity to the injured employee. A third forklift operator maneuvered his forklift forward toward the injured employee's parked forklift pushing it slightly a few inches. The injured employee was caught between the two pallets and suffered abrasions and contusions to his legs, chest, and arms.","Bruises, contusions","Pedestrian vehicular incident, n.e.c.",YES,weak
OSHA-20251111522,"An employee was working to clean out a clog from a machine when their right thumb and index finger got caught in a roller, resulting in a cut between the thumb and index finger.","Cuts, lacerations, punctures without injury to internal structures","Struck by running powered equipment during maintenance, cleaning, testing",YES,weak
OSHA-2017010779,"On January 25, 2017, at approximately 3:00 a.m., a driver was injured after falling three feet from a fixed ladder on a tank wagon fuel truck resulting in a back injury requiring surgery.","Soreness, pain, hurt-nonspecified injury",Other fall to lower level less than 6 feet,YES,weak
OSHA-2018088360,"A TMS employee was performing maintenance work on a steel plate rolling machine. A hold-down clamp crushed the employee's foot, leading to an amputation of the little toe.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2015118796,"While standing in an aisle, an employee picking cases and loading them onto an electric pallet jack was struck by another electric pallet jack operated by another employee resulting in a broken leg.",Fractures,Pedestrian struck by forward-moving vehicle in nonroadway area,YES,weak
OSHA-2021119731,"An employee was operating a terminator machine to add connectors to wire harnesses. The employee's finger got caught in the machine when a pedal was pushed, amputating their finger.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-20191010582,An employee was cleaning a meat processing machine. The employee's left hand was caught on a moving plunger and the ring fingertip was amputated.,Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-20241110577,"Employees were using a sidewinder crane to lower debris from the basin when the boom failed and fell on two employees, pinning them to the ground. Both employees sustained broken backs and were hospitalized.",Fractures,Struck by dislodged or detached object(s),YES,weak
OSHA-2020054921,"An employee tripped and fell while leaving his work area. He was hospitalized, suffering internal bleeding.",Internal injuries to organs and blood vessels of the trunk,"Fall on same level due to tripping, unspecified",NO,weak
OSHA-2022032824,"An employee was anchoring wall plates, which entails fastening the bottom plate of a wall flat with screws to the deck/floor of the set. The employee was using a ladder on the sound stage floor to access a wall flat on the second level of the set on Stage D. As the employee was transitioning from the deck of the second level to the ladder, the employee lost his footing and fell approximately 9 feet to the concrete stage floor, landing on his feet. The employee sustained fractures to both his left and right ankles as well as his left and right fibulas.",Fractures,Other fall to lower level 6 to 10 feet,YES,weak
OSHA-2023065615,An employee was packing rolls of plastic trash bags when he became ill and developed breathing problems. He was hospitalized for heat stress.,"Effects of heat and light, unspecified",Exposure to environmental heat,NO,weak
OSHA-20231110329,"An employee fell while exiting the cab of his garbage truck. His head struck the side of the truck parked next to his own, and he suffered lacerations, a concussion, and a skull fracture.",Skull fracture and intracranial injury,"Other fall to lower level, unspecified",YES,weak
OSHA-2017043124,An employee was cleaning a build-up of metal shavings on the carrier plate of the double disc grinder when her right middle finger was caught and amputated between a hole in the carrier plate and the rotating disc.,Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2018010236,An employee was attempting to file down buildup on a roller of the glue line machine when his upper right arm was caught in the rollers. He suffered severe lacerations on the outside of his right arm from the elbow to the shoulder.,"Cuts, lacerations","Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-20201211333,An employee's right hand became entangled in the cable on a block-and-tackle charge hoist and was pulled into the block. The right ring and pinky fingertips were amputated.,Amputations,"Caught in or compressed by equipment or objects, unspecified",YES,weak
OSHA-2020032554,An employee was being trained to operate a saw machine. The employee was guiding pieces of wood from the chain deck conveyor into the saw. The employee's fingertip got caught between the wood being pushed and the chain conveyor's guard. When the employee felt his fingertip get pinched he pulled his hand out. His left pinky fingertip was fractured and a portion of the fingertip was pulled off.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
